"Family","Subfamily","Genus","Species","Sex","Anterior.process","Anterior.process","Propeltidium.+.Metapeltidium","Propeltidium.+.Metapeltidium","Propeltidium.+.Metapeltidium","Pedipalps","Pedipalps","Pedipalps","Pedipalps","Pedipalps","Chelicerae","Chelicerae","Chelicerae","Opisthosoma","Opisthosoma","Opisthosoma","Opisthosoma","Spermathecae.(female)","Spermathecae.(female)","Flagellum","Flagellum","Size","Size","Legs","Legs","Legs","Legs","Legs","Ecology","Distribution","Distribution","Distribution","References"
"Family","Subfamily","Genus","Species","Sex","Setation","Setation (base)","Dorsal setation","State of vision","State of metapeltidium","Dimorphism","Mesal spur (trochanter)","Apical process (trochanter)","Claw/tarsus ratio (min)","Claw/tarsus ratio (max)","Guard tooth (movable finger)","Accessory tooth (movable finger)","Small teeth (fixed finger)","Setation (tergite II)","Elongation","Tergite XII: posterodorsal process","Tergite XII: posterodorsal process (shape)","Number of lobes","State of gonopod","Number of flagellomeres (female)","Dorsal shape (male)","Total body length (min)","Total body length (max)","Leg I/total body length ratio (min)","Leg I/total body length ratio (max)","Anterodorsal margin (leg IV)","Leg IV, femur: length/width ratio (min)","Leg IV, femur: length/width ratio (max)","Habitat","Type locality (country)","Region","Unit","References"
"Hubbardiidae","Hubbardiinae","Sotanostenochrus","Sotanostenochrus mitchelli","male","1+1","Absent","3 pairs","Absent","Entire","Sexual dimorphism + heteromorphism ","Present","Weakly","0.33","0.33","Present","Absent","4 small teeth","2 setae","Absent","Absent","Absent",NA,NA,NA,"Triangular","3.84","4.4800000000000004","1.19","1.2","~ 90°","No data","No data","Strict troglobite","Mexico","Mexico","New World","Rowland 1971b; Rowland & Reddell 1980; Reddell & Cokendolpher 1991; Reddell & Cokendolpher 1995; Monjaraz-Ruedas, Prendini & Francke 2019"
"Hubbardiidae","Hubbardiinae","Stenochrus","Stenochrus alcalai","female","1+1","Absent","2 pairs","Eyespots","Entire","Absent","Present","Absent","No data","No data","Present","Absent","4 small teeth","2 setae","Absent","Absent","Absent","2 pairs","Present","3 flagellomeres",NA,"4.16","4.24","1.2","1.81","~ 90°","No data","No data","Epigean","Mexico","Mexico","New World","Monjaraz-Ruedas & Francke 2018; Monjaraz-Ruedas, Prendini & Francke 2019"
"Hubbardiidae","Hubbardiinae","Stenochrus","Stenochrus alcalai","male","1+1","Absent","2 pairs","Eyespots","Entire","Absent","Present","Weakly","No data","No data","Present","Absent","5 small teeth","2 setae","Absent","Absent","Absent",NA,NA,NA,"Rhomboidal - triangular","4.4800000000000004","4.6399999999999997","1.06","1.52","~ 90°","3.4","3.4","Epigean","Mexico","Mexico","New World","Monjaraz-Ruedas & Francke 2018; Monjaraz-Ruedas, Prendini & Francke 2019"
"Hubbardiidae","Hubbardiinae","Stenochrus","Stenochrus cavernicolens","female","No data","Absent","No data","Eyespots","No data","Sexual dimorphism","No data","No data","0.33","0.33","No data","No data","No data","2 setae","No data","Absent","Absent","2 pairs","No data","3 flagellomeres",NA,"No data","No data","No data","No data","~ 90°","No data","No data","Troglophile","Mexico","Mexico","New World","Chamberlin & Ivie 1938; Monjaraz-Ruedas, Francke & Prendini 2022"
"Hubbardiidae","Hubbardiinae","Stenochrus","Stenochrus cavernicolens","male","No data","Absent","No data","Eyespots","No data","Sexual dimorphism","No data","No data","No data","No data","No data","No data","No data","2 setae","No data","Absent","Absent",NA,NA,NA,"Rhomboidal","No data","No data","No data","No data","~ 90°","No data","No data","Troglophile","Mexico","Mexico","New World","Chamberlin & Ivie 1938; Monjaraz-Ruedas, Francke & Prendini 2022"
"Hubbardiidae","Hubbardiinae","Stenochrus","Stenochrus chimalapas","female","1+1","Absent","2 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism + mesomorphism ","Present","No data","No data","No data","Present","Absent","6 small teeth","2 setae","Absent","Absent","Absent","2 pairs","Present","3 flagellomeres",NA,"2.8","3.88","0.98","1.74","~ 90°","No data","No data","Troglobite or troglophile","Mexico","Mexico","New World","Monjaraz-Ruedas & Francke 2018; Monjaraz-Ruedas, Prendini & Francke 2019"
"Hubbardiidae","Hubbardiinae","Stenochrus","Stenochrus chimalapas","male","1+1","Absent","2 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism + mesomorphism ","Present","Weakly; absent","No data","No data","Present","Absent","6 small teeth","2 setae","Absent","Absent","Absent",NA,NA,NA,"Rhomboidal","2.84","3.76","0.97","1.1399999999999999","~ 90°","2.3199999999999998","2.3199999999999998","Troglobite or troglophile","Mexico","Mexico","New World","Monjaraz-Ruedas & Francke 2018; Monjaraz-Ruedas, Prendini & Francke 2019"
"Hubbardiidae","Hubbardiinae","Stenochrus","Stenochrus gruta","female","1+1","Absent","2 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism ","Present","No data","No data","No data","Present","Absent","6 small teeth","2 setae","Absent","Absent","Absent","2 pairs","Present","3 flagellomeres",NA,"4","4.4800000000000004","1.1100000000000001","1.42","~ 90°","No data","No data","Troglobite or troglophile","Mexico","Mexico","New World","Monjaraz-Ruedas & Francke 2018; Monjaraz-Ruedas, Prendini & Francke 2019"
"Hubbardiidae","Hubbardiinae","Stenochrus","Stenochrus gruta","male","1+1","Absent","2 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism ","Present","Weakly; weakly","No data","No data","Present","Absent","6 small teeth","2 setae","Absent","Absent","Absent",NA,NA,NA,"Rhomboidal","3.76","4.08","1.2","1.52","~ 90°","2.6","2.6","Troglobite or troglophile","Mexico","Mexico","New World","Monjaraz-Ruedas & Francke 2018; Monjaraz-Ruedas, Prendini & Francke 2019"
"Hubbardiidae","Hubbardiinae","Stenochrus","Stenochrus guatemalensis","female","1+1","Absent","2 pairs","Eyespots","Entire","No data","Present","No data","0.5","0.5","No data","No data","No data","2 setae","No data","No data","No data","2 pairs","No data","No data",NA,"4.5599999999999996","4.5599999999999996","1.29","1.29","No data","3","3","No data","Nicaragua","Central America","New World","Chamberlin 1922; Rowland & Reddell 1980"
"Hubbardiidae","Hubbardiinae","Stenochrus","Stenochrus leon","female","1+1","Absent","2 pairs","Absent","Entire","No data","No data","No data","No data","No data","No data","No data","No data","2 setae","No data","Absent","Absent","2 pairs","No data","3 flagellomeres",NA,"4.7","4.7","1.02","1.02","No data","3","3","Troglophile","Guatemala","Central America","New World","Armas 1995 [in spanish]"
"Hubbardiidae","Hubbardiinae","Stenochrus","Stenochrus leon","male","1+1","Absent","2 pairs","Absent","Entire","No data","No data","Strongly","0.2","0.2","No data","No data","No data","2 setae","Absent","Absent","Absent",NA,NA,NA,"Rhomboidal - triangular","3.8","3.8","1.86","1.86","No data","4.1399999999999997","4.1399999999999997","Troglophile","Guatemala","Central America","New World","Armas 1995 [in spanish]"
"Hubbardiidae","Hubbardiinae","Stenochrus","Stenochrus longimanus","female","1+1","Absent","2 pairs","Eyespots","Entire","Sexual dimorphism","Present","No data","No data","No data","Present","Absent","No data","2 setae","No data","No data","No data","2 pairs","Present","4 flagellomeres",NA,"4.46","5.26","0.85","0.96","~ 90°","No data","No data","Troglobite or troglophile","Mexico","Mexico","New World","Rowland 1971b; Monjaraz-Ruedas, Francke & Prendini 2022"
"Hubbardiidae","Hubbardiinae","Stenochrus","Stenochrus longimanus","male","1+1","Absent","2 pairs","Eyespots","Entire","Sexual dimorphism","Present","Strongly","No data","No data","Present","Absent","4 small teeth","2 setae","Absent","Absent","Absent",NA,NA,NA,"Oblong","4.5999999999999996","4.68","1.57","1.62","~ 90°","No data","No data","Troglobite or troglophile","Mexico","Mexico","New World","Rowland 1971b; Monjaraz-Ruedas, Francke & Prendini 2022"
"Hubbardiidae","Hubbardiinae","Stenochrus","Stenochrus pecki","female","1+1","Absent","2 pairs","Eyespots","Entire","Absent","Present","No data","No data","No data","Present","Absent","No data","2 setae","No data","Absent","Absent","2 pairs","Present","3 flagellomeres",NA,"6.4","6.4","1.31","1.31","~ 90°","No data","No data","Strict troglobite","Mexico","Mexico","New World","Rowland 1973b "
"Hubbardiidae","Hubbardiinae","Stenochrus","Stenochrus pecki","male","1+1","Absent","2 pairs","Eyespots","Entire","Absent","Present","Weakly","0.66","0.66","Present","Absent","No data","2 setae","No data","Absent","Absent",NA,NA,NA,"Rhomboidal","5.6","5.6","1.73","1.73","~ 90°","No data","No data","Strict troglobite","Mexico","Mexico","New World","Rowland 1973b "
"Hubbardiidae","Hubbardiinae","Stenochrus","Stenochrus portoricensis","female","1+1","Absent","2 pairs","Eyespots","Entire","No data","Present","Weakly","0.5","0.5","Present","Absent","4 small teeth","2 setae","Absent","Absent","Absent","2 pairs","Present","3 flagellomeres",NA,"3","3","1.5","1.5","~ 90°","2.7","2.95","Troglophile or epigean","USA","North America","New World","Chamberlin 1922; ﻿Christophoryová et al. 2013; Monjaraz-Ruedas, Prendini & Francke 2019; 2022"
"Hubbardiidae","Hubbardiinae","Stenoschizomus","Stenoschizomus tejeriensis","female","Single seta","Absent","4 pairs","Eyespots","Entire","Sexual dimorphism","Present","Weakly","0.4","0.5","No data","No data","No data","2 setae","No data","No data","No data","No data","No data","3 flagellomeres",NA,"3.23","3.23","0.89","0.89","~ 90°","No data","No data","Epigean","Venezuela","South America","New World","González-Sponga 1997 [in spanish]; Armas 2010a [in spanish]"
"Hubbardiidae","Hubbardiinae","Stenoschizomus","Stenoschizomus tejeriensis","male","Single seta","Absent","4 pairs","Eyespots","Entire","Sexual dimorphism","Present","Absent","0.4","0.5","Present","No data","Absent","2 setae","Absent","Absent","Absent",NA,NA,NA,"Rhomboidal - triangular","3.03","3.03","1.02","1.02","~ 90°","No data","No data","Epigean","Venezuela","South America","New World","González-Sponga 1997 [in spanish]; Armas 2010a [in spanish]"
"Hubbardiidae","Hubbardiinae","Stewartpeckius","Stewartpeckius troglobius","female","1+1","Absent","3 pairs","Absent","Entire","Absent","Present","No data","No data","No data","Present","Absent","No data","2 setae","No data","No data","No data","2 pairs","Absent","3 flagellomeres",NA,"No data","No data","No data","No data","~ 90°","No data","No data","Strict troglobite","Jamaica","Caribbean","New World","Rowland & Reddell 1981; Reddell & Cokendolpher 1995"
"Hubbardiidae","Hubbardiinae","Stewartpeckius","Stewartpeckius troglobius","male","1+1","Absent","3 pairs","Absent","Entire","Absent","Present","Weakly","0.33","0.33","Present","Absent","No data","2 setae","Tergite (I)X-XI(I) elongated","Absent","Absent",NA,NA,NA,"Tetralobate","No data","No data","No data","No data","~ 90°","No data","No data","Strict troglobite","Jamaica","Caribbean","New World","Rowland & Reddell 1981; Reddell & Cokendolpher 1995"
"Hubbardiidae","Hubbardiinae","Surazomus","Surazomus algodoal","male","1+1","Absent","3 pairs","Eyespots","Divided","No data","No data","Very strongly","0.5","0.5","Present","Absent","5 small teeth","2 setae","Absent","Small","Acute",NA,NA,NA,"Trilobate","2.5499999999999998","2.5499999999999998","No data","No data","~ 90°","No data","No data","Epigean","Brazil","South America","New World","Ruiz & Valente 2017; 2019; 2023"
"Hubbardiidae","Hubbardiinae","Surazomus","Surazomus antonioi","female","1+1","Absent","3 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism ","Present","No data","No data","No data","Present","Absent","4 to 6 small teeth","2 setae","No data","Absent","Absent","2 pairs","Absent","3 flagellomeres",NA,"3.4","3.4","1.46","1.46","~ 90°","2.4900000000000002","2.4900000000000002","Epigean","Costa Rica","Central America","New World","Armas & Víquez 2014 [in spanish]"
"Hubbardiidae","Hubbardiinae","Surazomus","Surazomus antonioi","male","1+1","Absent","3 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism ","Present","Strongly; very strongly","No data","No data","Present","Absent","4 to 6 small teeth","2 setae","No data","Well-developed","Conical",NA,NA,NA,"Triangular","2.75","3.2","1.63","1.72","~ 90°","3.1","3.1","Epigean","Costa Rica","Central America","New World","Armas & Víquez 2014 [in spanish]"
"Hubbardiidae","Hubbardiinae","Surazomus","Surazomus arboreus","female","1+1","Absent","3 pairs","Eyespots","Divided","Sexual dimorphism","Present","Strongly","No data","No data","Present","Absent","5 small teeth","2 setae","No data","Absent","Absent","2 pairs","Absent","3 flagellomeres",NA,"2.8","2.8","1.29","1.29","~ 90°","2.2000000000000002","2.2000000000000002","Epigean","Brazil","South America","New World","Cokendolpher & Reddell 2000a"
"Hubbardiidae","Hubbardiinae","Surazomus","Surazomus arboreus","male","1+1","Absent","3 pairs","Eyespots","Divided","Sexual dimorphism","Present","Very strongly","No data","No data","Present","Absent","5 small teeth","2 setae","Absent","Well-developed","Conical",NA,NA,NA,"Trapezoidal","2.8","3.54","1.25","1.25","~ 90°","2.1","2.1","Epigean","Brazil","South America","New World","Cokendolpher & Reddell 2000a"
"Hubbardiidae","Hubbardiinae","Surazomus","Surazomus boliviensis","female","1+1","Absent","3 pairs","Eyespots","Divided","No data","Present","Weakly","0.5","0.5","Present","Absent","5 small teeth","2 setae","Absent","Absent","Absent","2 pairs","Absent","3 flagellomeres",NA,"3.26","3.26","1.1000000000000001","1.1000000000000001","~ 90°","2.4","2.4","Epigean","Bolivia","South America","New World","Cokendolpher & Reddell 2000a; Rowland & Reddell 1979b"
"Hubbardiidae","Hubbardiinae","Surazomus","Surazomus brasiliensis","female","1+1","Absent","3 pairs","Eyespots","Divided","Sexual dimorphism","Present","Weakly","No data","No data","Present","Absent","No data","2 setae","Absent","Absent","Absent","2 pairs","Absent","3 flagellomeres",NA,"4.1500000000000004","4.3","0.87","0.87","~ 90°","2.1","2.1","Epigean","Brazil","South America","New World","Kraus & Beck 1967 [in german]; Rowland & Reddell 1979b; Cokendolpher & Reddell 2000a; Monjaraz-Ruedas, Prendini & Francke 2020"
"Hubbardiidae","Hubbardiinae","Surazomus","Surazomus brasiliensis","male","1+1","Absent","3 pairs","Eyespots","Divided","Sexual dimorphism","Present","Very strongly","0.5","0.5","Present","Absent","4 or 5 small teeth","2 setae","Absent","Small","Rounded",NA,NA,NA,"Trilobate","2.72","2.9","1.3","1.3","~ 90°","2","2","Epigean","Brazil","South America","New World","Kraus & Beck 1967 [in german]; Rowland & Reddell 1979b; Cokendolpher & Reddell 2000a; Monjaraz-Ruedas, Prendini & Francke 2020"
"Hubbardiidae","Hubbardiinae","Surazomus","Surazomus brus","female","1+1","Absent","4 pairs","Eyespots","Divided","Sexual dimorphism","Present","No data","No data","No data","Present","Absent","No data","2 setae","No data","Absent","Absent","2 pairs","Absent","3 flagellomeres",NA,"3.5","3.5","0.98","0.98","~ 90°","2.15","2.15","Epigean","Costa Rica","Central America","New World","Armas, Manzanilla & Víquez 2010 [in spanish]; Monjaraz-Ruedas, Prendini & Francke 2020"
"Hubbardiidae","Hubbardiinae","Surazomus","Surazomus brus","male","1+1","Absent","4 pairs","Eyespots","Divided","Sexual dimorphism","Present","Strongly","No data","No data","Present","Absent","6 small teeth","2 setae","No data","Small","Paired",NA,NA,NA,"Trilobate","3","3","1.34","1.34","~ 90°","2.25","2.25","Epigean","Costa Rica","Central America","New World","Armas, Manzanilla & Víquez 2010 [in spanish]; Monjaraz-Ruedas, Prendini & Francke 2020"
"Hubbardiidae","Hubbardiinae","Surazomus","Surazomus chavin","female","1+1","Absent","3 pairs","Absent or eyespots","Divided","Sexual dimorphism","Present","Weakly","No data","No data","No data","No data","No data","2 setae","Absent","Absent","Absent","2 pairs","Absent","No data",NA,"3.4","4.5999999999999996","No data","No data","No data","No data","No data","Epigean","Peru","South America","New World","Pinto-da-Rocha 1996; Friedrich 2014"
"Hubbardiidae","Hubbardiinae","Surazomus","Surazomus chavin","male","1+1","Absent","3 pairs","Absent or eyespots","Divided","Sexual dimorphism","Present","Strongly","0.33","0.33","No data","No data","6 small teeth","2 setae","Absent","Well-developed","Truncate",NA,NA,NA,"Circular","3.1","3.1","No data","No data","No data","No data","No data","Epigean","Peru","South America","New World","Pinto-da-Rocha 1996; Friedrich 2014"
"Hubbardiidae","Hubbardiinae","Surazomus","Surazomus chiapasensis","female","1+1","Absent","3 pairs","Eyespots","Entire","Sexual dimorphism","Present","No data","No data","No data","Present","No data","4 small teeth","2 setae","Absent","Absent","Absent","2 pairs","Absent","3 flagellomeres",NA,"2.76","3.76","1.01","1.34","~ 90°","No data","No data","Epigean","Mexico","Mexico","New World","Monjaraz-Ruedas, Prendini & Francke 2020"
"Hubbardiidae","Hubbardiinae","Surazomus","Surazomus chiapasensis","male","1+1","Absent","3 pairs","Eyespots","Entire","Sexual dimorphism","Present","Very strongly","No data","No data","Present","No data","4 small teeth","2 setae","Absent","Small","Paired",NA,NA,NA,"Lanceolate - triangular","3.6","3.6","No data","No data","~ 90°","2.71","2.71","Epigean","Mexico","Mexico","New World","Monjaraz-Ruedas, Prendini & Francke 2020"
"Hubbardiidae","Hubbardiinae","Surazomus","Surazomus cuenca","female","1+1","Absent","3 pairs","Eyespots","Divided","Sexual dimorphism","Present","Weakly","0.61","0.74","Present","Absent","3 small teeth","2 setae","Absent","Absent","Absent","2 pairs","Absent","3 flagellomeres",NA,"4","4.33","1.1200000000000001","1.18","~ 90°","No data","No data","No data","Ecuador","South America","New World","Rowland & Reddell 1979b; Manzanilla, Miranda & Giupponi 2016; Monjaraz-Ruedas, Prendini & Francke 2020"
"Hubbardiidae","Hubbardiinae","Surazomus","Surazomus cuenca","male","1+1","Absent","3 pairs","Eyespots","Divided","Sexual dimorphism","Present","Very strongly","0.5","0.5","Present","Absent","No data","2 setae","Absent","Small","Paired",NA,NA,NA,"Trilobate","4","4.33","No data","No data","~ 90°","No data","No data","No data","Ecuador","South America","New World","Rowland & Reddell 1979b; Manzanilla, Miranda & Giupponi 2016; Monjaraz-Ruedas, Prendini & Francke 2020"
